Territorial_Authority,Anzsoc_Division,Total_Victimisations,Price,Total_Population,School_Type,School_Count
New Plymouth District,Sexual Assault and Related Offences,58,714371,87700,Full Primary,16
New Plymouth District,Sexual Assault and Related Offences,58,714371,87700,Intermediate,3
New Plymouth District,Sexual Assault and Related Offences,58,714371,87700,Secondary (Year 7-15),2
New Plymouth District,Sexual Assault and Related Offences,58,714371,87700,Secondary (Year 9-15),5
New Plymouth District,Theft and Related Offences,1130,714371,87700,Activity Centre,1
New Plymouth District,Theft and Related Offences,1130,714371,87700,Composite,3
New Plymouth District,Theft and Related Offences,1130,714371,87700,Contributing,22
New Plymouth District,Theft and Related Offences,1130,714371,87700,Full Primary,16
New Plymouth District,Theft and Related Offences,1130,714371,87700,Intermediate,3
New Plymouth District,Theft and Related Offences,1130,714371,87700,Secondary (Year 7-15),2
New Plymouth District,Theft and Related Offences,1130,714371,87700,Secondary (Year 9-15),5
New Plymouth District,"Unlawful Entry With Intent/Burglary, Break and Enter",329,714371,87700,Activity Centre,1
New Plymouth District,"Unlawful Entry With Intent/Burglary, Break and Enter",329,714371,87700,Composite,3
New Plymouth District,"Unlawful Entry With Intent/Burglary, Break and Enter",329,714371,87700,Contributing,22
New Plymouth District,"Unlawful Entry With Intent/Burglary, Break and Enter",329,714371,87700,Full Primary,16
New Plymouth District,"Unlawful Entry With Intent/Burglary, Break and Enter",329,714371,87700,Intermediate,3
New Plymouth District,"Unlawful Entry With Intent/Burglary, Break and Enter",329,714371,87700,Secondary (Year 7-15),2
New Plymouth District,"Unlawful Entry With Intent/Burglary, Break and Enter",329,714371,87700,Secondary (Year 9-15),5
Opotiki District,Acts Intended to Cause Injury,143,538485,10500,Composite,2
Opotiki District,Acts Intended to Cause Injury,143,538485,10500,Full Primary,10
Opotiki District,Acts Intended to Cause Injury,143,538485,10500,Secondary (Year 9-15),1
Opotiki District,"Robbery, Extortion and Related Offences",4,538485,10500,Composite,2
Opotiki District,"Robbery, Extortion and Related Offences",4,538485,10500,Full Primary,10
Opotiki District,"Robbery, Extortion and Related Offences",4,538485,10500,Secondary (Year 9-15),1
Opotiki District,Sexual Assault and Related Offences,15,538485,10500,Composite,2
Opotiki District,Sexual Assault and Related Offences,15,538485,10500,Full Primary,10
Opotiki District,Sexual Assault and Related Offences,15,538485,10500,Secondary (Year 9-15),1
Opotiki District,Theft and Related Offences,126,538485,10500,Composite,2
Opotiki District,Theft and Related Offences,126,538485,10500,Full Primary,10
Opotiki District,Theft and Related Offences,126,538485,10500,Secondary (Year 9-15),1
Opotiki District,"Unlawful Entry With Intent/Burglary, Break and Enter",114,538485,10500,Composite,2
Opotiki District,"Unlawful Entry With Intent/Burglary, Break and Enter",114,538485,10500,Full Primary,10
Opotiki District,"Unlawful Entry With Intent/Burglary, Break and Enter",114,538485,10500,Secondary (Year 9-15),1
Otorohanga District,Acts Intended to Cause Injury,81,519134,10850,Full Primary,11
Otorohanga District,Acts Intended to Cause Injury,81,519134,10850,Secondary (Year 9-15),1
Otorohanga District,"Robbery, Extortion and Related Offences",2,519134,10850,Full Primary,11
Otorohanga District,"Robbery, Extortion and Related Offences",2,519134,10850,Secondary (Year 9-15),1
Otorohanga District,Sexual Assault and Related Offences,5,519134,10850,Full Primary,11
Otorohanga District,Sexual Assault and Related Offences,5,519134,10850,Secondary (Year 9-15),1
Otorohanga District,Theft and Related Offences,87,519134,10850,Full Primary,11
Otorohanga District,Theft and Related Offences,87,519134,10850,Secondary (Year 9-15),1
Otorohanga District,"Unlawful Entry With Intent/Burglary, Break and Enter",87,519134,10850,Full Primary,11
Otorohanga District,"Unlawful Entry With Intent/Burglary, Break and Enter",87,519134,10850,Secondary (Year 9-15),1
Palmerston North City,"Abduction, Harassment and Other Related Offences Against a Person",3,637900,90400,Activity Centre,1
Palmerston North City,"Abduction, Harassment and Other Related Offences Against a Person",3,637900,90400,Composite,2
Palmerston North City,"Abduction, Harassment and Other Related Offences Against a Person",3,637900,90400,Contributing,19
Palmerston North City,"Abduction, Harassment and Other Related Offences Against a Person",3,637900,90400,Full Primary,10
Palmerston North City,"Abduction, Harassment and Other Related Offences Against a Person",3,637900,90400,Intermediate,3
Palmerston North City,"Abduction, Harassment and Other Related Offences Against a Person",3,637900,90400,Secondary (Year 7-15),2
Palmerston North City,"Abduction, Harassment and Other Related Offences Against a Person",3,637900,90400,Secondary (Year 9-15),6
Palmerston North City,"Abduction, Harassment and Other Related Offences Against a Person",3,637900,90400,Teen Parent Unit,1
Palmerston North City,Acts Intended to Cause Injury,840,637900,90400,Activity Centre,1
Palmerston North City,Acts Intended to Cause Injury,840,637900,90400,Composite,2
Palmerston North City,Acts Intended to Cause Injury,840,637900,90400,Contributing,19
Palmerston North City,Acts Intended to Cause Injury,840,637900,90400,Full Primary,10
Palmerston North City,Acts Intended to Cause Injury,840,637900,90400,Intermediate,3
Palmerston North City,Acts Intended to Cause Injury,840,637900,90400,Secondary (Year 7-15),2
Palmerston North City,Acts Intended to Cause Injury,840,637900,90400,Secondary (Year 9-15),6
Palmerston North City,Acts Intended to Cause Injury,840,637900,90400,Teen Parent Unit,1
Palmerston North City,"Robbery, Extortion and Related Offences",40,637900,90400,Activity Centre,1
Palmerston North City,"Robbery, Extortion and Related Offences",40,637900,90400,Composite,2
Palmerston North City,"Robbery, Extortion and Related Offences",40,637900,90400,Contributing,19
Palmerston North City,"Robbery, Extortion and Related Offences",40,637900,90400,Full Primary,10
Palmerston North City,"Robbery, Extortion and Related Offences",40,637900,90400,Intermediate,3
Palmerston North City,"Robbery, Extortion and Related Offences",40,637900,90400,Secondary (Year 7-15),2
Palmerston North City,"Robbery, Extortion and Related Offences",40,637900,90400,Secondary (Year 9-15),6
Palmerston North City,"Robbery, Extortion and Related Offences",40,637900,90400,Teen Parent Unit,1
Palmerston North City,Sexual Assault and Related Offences,71,637900,90400,Activity Centre,1
Palmerston North City,Sexual Assault and Related Offences,71,637900,90400,Composite,2
Palmerston North City,Sexual Assault and Related Offences,71,637900,90400,Contributing,19
Palmerston North City,Sexual Assault and Related Offences,71,637900,90400,Full Primary,10
Palmerston North City,Sexual Assault and Related Offences,71,637900,90400,Intermediate,3
Palmerston North City,Sexual Assault and Related Offences,71,637900,90400,Secondary (Year 7-15),2
Palmerston North City,Sexual Assault and Related Offences,71,637900,90400,Secondary (Year 9-15),6
Palmerston North City,Sexual Assault and Related Offences,71,637900,90400,Teen Parent Unit,1
Palmerston North City,Theft and Related Offences,3126,637900,90400,Activity Centre,1
Palmerston North City,Theft and Related Offences,3126,637900,90400,Composite,2
Palmerston North City,Theft and Related Offences,3126,637900,90400,Contributing,19
Palmerston North City,Theft and Related Offences,3126,637900,90400,Full Primary,10
Palmerston North City,Theft and Related Offences,3126,637900,90400,Intermediate,3
Palmerston North City,Theft and Related Offences,3126,637900,90400,Secondary (Year 7-15),2
Palmerston North City,Theft and Related Offences,3126,637900,90400,Secondary (Year 9-15),6
Palmerston North City,Theft and Related Offences,3126,637900,90400,Teen Parent Unit,1
Palmerston North City,"Unlawful Entry With Intent/Burglary, Break and Enter",813,637900,90400,Activity Centre,1
Palmerston North City,"Unlawful Entry With Intent/Burglary, Break and Enter",813,637900,90400,Composite,2
Palmerston North City,"Unlawful Entry With Intent/Burglary, Break and Enter",813,637900,90400,Contributing,19
Palmerston North City,"Unlawful Entry With Intent/Burglary, Break and Enter",813,637900,90400,Full Primary,10
Palmerston North City,"Unlawful Entry With Intent/Burglary, Break and Enter",813,637900,90400,Intermediate,3
Palmerston North City,"Unlawful Entry With Intent/Burglary, Break and Enter",813,637900,90400,Secondary (Year 7-15),2
Palmerston North City,"Unlawful Entry With Intent/Burglary, Break and Enter",813,637900,90400,Secondary (Year 9-15),6
Palmerston North City,"Unlawful Entry With Intent/Burglary, Break and Enter",813,637900,90400,Teen Parent Unit,1
Porirua City,Acts Intended to Cause Injury,595,801428,61600,Activity Centre,1
Porirua City,Acts Intended to Cause Injury,595,801428,61600,Composite,1
Porirua City,Acts Intended to Cause Injury,595,801428,61600,Contributing,12
Porirua City,Acts Intended to Cause Injury,595,801428,61600,Full Primary,15
Porirua City,Acts Intended to Cause Injury,595,801428,61600,Intermediate,2
Porirua City,Acts Intended to Cause Injury,595,801428,61600,Secondary (Year 7-15),2
Porirua City,Acts Intended to Cause Injury,595,801428,61600,Secondary (Year 9-15),3
Porirua City,Acts Intended to Cause Injury,595,801428,61600,Special School,1
Porirua City,"Robbery, Extortion and Related Offences",37,801428,61600,Activity Centre,1
Porirua City,"Robbery, Extortion and Related Offences",37,801428,61600,Composite,1
Porirua City,"Robbery, Extortion and Related Offences",37,801428,61600,Contributing,12
Porirua City,"Robbery, Extortion and Related Offences",37,801428,61600,Full Primary,15
Porirua City,"Robbery, Extortion and Related Offences",37,801428,61600,Intermediate,2
Porirua City,"Robbery, Extortion and Related Offences",37,801428,61600,Secondary (Year 7-15),2
Porirua City,"Robbery, Extortion and Related Offences",37,801428,61600,Secondary (Year 9-15),3
Porirua City,"Robbery, Extortion and Related Offences",37,801428,61600,Special School,1
Porirua City,Sexual Assault and Related Offences,43,801428,61600,Activity Centre,1
Porirua City,Sexual Assault and Related Offences,43,801428,61600,Composite,1
Porirua City,Sexual Assault and Related Offences,43,801428,61600,Contributing,12
Porirua City,Sexual Assault and Related Offences,43,801428,61600,Full Primary,15
Porirua City,Sexual Assault and Related Offences,43,801428,61600,Intermediate,2
Porirua City,Sexual Assault and Related Offences,43,801428,61600,Secondary (Year 7-15),2
Porirua City,Sexual Assault and Related Offences,43,801428,61600,Secondary (Year 9-15),3
Porirua City,Sexual Assault and Related Offences,43,801428,61600,Special School,1
Porirua City,Theft and Related Offences,1021,801428,61600,Activity Centre,1
Porirua City,Theft and Related Offences,1021,801428,61600,Composite,1
Porirua City,Theft and Related Offences,1021,801428,61600,Contributing,12
Porirua City,Theft and Related Offences,1021,801428,61600,Full Primary,15
Porirua City,Theft and Related Offences,1021,801428,61600,Intermediate,2
Porirua City,Theft and Related Offences,1021,801428,61600,Secondary (Year 7-15),2
Porirua City,Theft and Related Offences,1021,801428,61600,Secondary (Year 9-15),3
Porirua City,Theft and Related Offences,1021,801428,61600,Special School,1
Porirua City,"Unlawful Entry With Intent/Burglary, Break and Enter",419,801428,61600,Activity Centre,1
Porirua City,"Unlawful Entry With Intent/Burglary, Break and Enter",419,801428,61600,Composite,1
Porirua City,"Unlawful Entry With Intent/Burglary, Break and Enter",419,801428,61600,Contributing,12
Porirua City,"Unlawful Entry With Intent/Burglary, Break and Enter",419,801428,61600,Full Primary,15
Porirua City,"Unlawful Entry With Intent/Burglary, Break and Enter",419,801428,61600,Intermediate,2
Porirua City,"Unlawful Entry With Intent/Burglary, Break and Enter",419,801428,61600,Secondary (Year 7-15),2
Porirua City,"Unlawful Entry With Intent/Burglary, Break and Enter",419,801428,61600,Secondary (Year 9-15),3
Porirua City,"Unlawful Entry With Intent/Burglary, Break and Enter",419,801428,61600,Special School,1
Queenstown-Lakes District,"Abduction, Harassment and Other Related Offences Against a Person",1,1670801,49500,Composite,1
Queenstown-Lakes District,"Abduction, Harassment and Other Related Offences Against a Person",1,1670801,49500,Contributing,3
Queenstown-Lakes District,"Abduction, Harassment and Other Related Offences Against a Person",1,1670801,49500,Full Primary,10
Queenstown-Lakes District,"Abduction, Harassment and Other Related Offences Against a Person",1,1670801,49500,Secondary (Year 7-15),1
Queenstown-Lakes District,"Abduction, Harassment and Other Related Offences Against a Person",1,1670801,49500,Secondary (Year 9-15),1
Queenstown-Lakes District,Acts Intended to Cause Injury,225,1670801,49500,Composite,1
Queenstown-Lakes District,Acts Intended to Cause Injury,225,1670801,49500,Contributing,3
Queenstown-Lakes District,Acts Intended to Cause Injury,225,1670801,49500,Full Primary,10
Queenstown-Lakes District,Acts Intended to Cause Injury,225,1670801,49500,Secondary (Year 7-15),1
Queenstown-Lakes District,Acts Intended to Cause Injury,225,1670801,49500,Secondary (Year 9-15),1
Queenstown-Lakes District,"Robbery, Extortion and Related Offences",14,1670801,49500,Composite,1
Queenstown-Lakes District,"Robbery, Extortion and Related Offences",14,1670801,49500,Contributing,3
Queenstown-Lakes District,"Robbery, Extortion and Related Offences",14,1670801,49500,Full Primary,10
Queenstown-Lakes District,"Robbery, Extortion and Related Offences",14,1670801,49500,Secondary (Year 7-15),1
Queenstown-Lakes District,"Robbery, Extortion and Related Offences",14,1670801,49500,Secondary (Year 9-15),1
Queenstown-Lakes District,Sexual Assault and Related Offences,35,1670801,49500,Composite,1
Queenstown-Lakes District,Sexual Assault and Related Offences,35,1670801,49500,Contributing,3
Queenstown-Lakes District,Sexual Assault and Related Offences,35,1670801,49500,Full Primary,10
Queenstown-Lakes District,Sexual Assault and Related Offences,35,1670801,49500,Secondary (Year 7-15),1
Queenstown-Lakes District,Sexual Assault and Related Offences,35,1670801,49500,Secondary (Year 9-15),1
Queenstown-Lakes District,Theft and Related Offences,499,1670801,49500,Composite,1
Queenstown-Lakes District,Theft and Related Offences,499,1670801,49500,Contributing,3
Queenstown-Lakes District,Theft and Related Offences,499,1670801,49500,Full Primary,10
Queenstown-Lakes District,Theft and Related Offences,499,1670801,49500,Secondary (Year 7-15),1
Queenstown-Lakes District,Theft and Related Offences,499,1670801,49500,Secondary (Year 9-15),1
Queenstown-Lakes District,"Unlawful Entry With Intent/Burglary, Break and Enter",91,1670801,49500,Composite,1
Queenstown-Lakes District,"Unlawful Entry With Intent/Burglary, Break and Enter",91,1670801,49500,Contributing,3
Queenstown-Lakes District,"Unlawful Entry With Intent/Burglary, Break and Enter",91,1670801,49500,Full Primary,10
Queenstown-Lakes District,"Unlawful Entry With Intent/Burglary, Break and Enter",91,1670801,49500,Secondary (Year 7-15),1
Queenstown-Lakes District,"Unlawful Entry With Intent/Burglary, Break and Enter",91,1670801,49500,Secondary (Year 9-15),1
Rangitikei District,"Abduction, Harassment and Other Related Offences Against a Person",1,431086,16100,Composite,1
Rangitikei District,"Abduction, Harassment and Other Related Offences Against a Person",1,431086,16100,Full Primary,19
Rangitikei District,"Abduction, Harassment and Other Related Offences Against a Person",1,431086,16100,Secondary (Year 9-15),2
Rangitikei District,Acts Intended to Cause Injury,91,431086,16100,Composite,1
Rangitikei District,Acts Intended to Cause Injury,91,431086,16100,Full Primary,19
Rangitikei District,Acts Intended to Cause Injury,91,431086,16100,Secondary (Year 9-15),2
Rangitikei District,"Robbery, Extortion and Related Offences",4,431086,16100,Composite,1
Rangitikei District,"Robbery, Extortion and Related Offences",4,431086,16100,Full Primary,19
Rangitikei District,"Robbery, Extortion and Related Offences",4,431086,16100,Secondary (Year 9-15),2
Rangitikei District,Sexual Assault and Related Offences,7,431086,16100,Composite,1
Rangitikei District,Sexual Assault and Related Offences,7,431086,16100,Full Primary,19
Rangitikei District,Sexual Assault and Related Offences,7,431086,16100,Secondary (Year 9-15),2
Rangitikei District,Theft and Related Offences,163,431086,16100,Composite,1
Rangitikei District,Theft and Related Offences,163,431086,16100,Full Primary,19
Rangitikei District,Theft and Related Offences,163,431086,16100,Secondary (Year 9-15),2
Rangitikei District,"Unlawful Entry With Intent/Burglary, Break and Enter",88,431086,16100,Composite,1
Rangitikei District,"Unlawful Entry With Intent/Burglary, Break and Enter",88,431086,16100,Full Primary,19
Rangitikei District,"Unlawful Entry With Intent/Burglary, Break and Enter",88,431086,16100,Secondary (Year 9-15),2
Rotorua District,"Abduction, Harassment and Other Related Offences Against a Person",1,638234,76800,Activity Centre,1
Rotorua District,"Abduction, Harassment and Other Related Offences Against a Person",1,638234,76800,Composite,5
Rotorua District,"Abduction, Harassment and Other Related Offences Against a Person",1,638234,76800,Contributing,18
Rotorua District,"Abduction, Harassment and Other Related Offences Against a Person",1,638234,76800,Full Primary,14
Rotorua District,"Abduction, Harassment and Other Related Offences Against a Person",1,638234,76800,Intermediate,3
Rotorua District,"Abduction, Harassment and Other Related Offences Against a Person",1,638234,76800,Secondary (Year 7-15),2
Rotorua District,"Abduction, Harassment and Other Related Offences Against a Person",1,638234,76800,Secondary (Year 9-15),4
Rotorua District,"Abduction, Harassment and Other Related Offences Against a Person",1,638234,76800,Special School,1
Rotorua District,"Abduction, Harassment and Other Related Offences Against a Person",1,638234,76800,Teen Parent Unit,1
Rotorua District,Acts Intended to Cause Injury,1207,638234,76800,Activity Centre,1
Rotorua District,Acts Intended to Cause Injury,1207,638234,76800,Composite,5
Rotorua District,Acts Intended to Cause Injury,1207,638234,76800,Contributing,18
Rotorua District,Acts Intended to Cause Injury,1207,638234,76800,Full Primary,14
Rotorua District,Acts Intended to Cause Injury,1207,638234,76800,Intermediate,3
Rotorua District,Acts Intended to Cause Injury,1207,638234,76800,Secondary (Year 7-15),2
Rotorua District,Acts Intended to Cause Injury,1207,638234,76800,Secondary (Year 9-15),4
Rotorua District,Acts Intended to Cause Injury,1207,638234,76800,Special School,1
Rotorua District,Acts Intended to Cause Injury,1207,638234,76800,Teen Parent Unit,1
Rotorua District,"Robbery, Extortion and Related Offences",38,638234,76800,Activity Centre,1
Rotorua District,"Robbery, Extortion and Related Offences",38,638234,76800,Composite,5
Rotorua District,"Robbery, Extortion and Related Offences",38,638234,76800,Contributing,18
Rotorua District,"Robbery, Extortion and Related Offences",38,638234,76800,Full Primary,14
Rotorua District,"Robbery, Extortion and Related Offences",38,638234,76800,Intermediate,3
Rotorua District,"Robbery, Extortion and Related Offences",38,638234,76800,Secondary (Year 7-15),2
Rotorua District,"Robbery, Extortion and Related Offences",38,638234,76800,Secondary (Year 9-15),4
Rotorua District,"Robbery, Extortion and Related Offences",38,638234,76800,Special School,1
Rotorua District,"Robbery, Extortion and Related Offences",38,638234,76800,Teen Parent Unit,1
Rotorua District,Sexual Assault and Related Offences,50,638234,76800,Activity Centre,1
Rotorua District,Sexual Assault and Related Offences,50,638234,76800,Composite,5
Rotorua District,Sexual Assault and Related Offences,50,638234,76800,Contributing,18
Rotorua District,Sexual Assault and Related Offences,50,638234,76800,Full Primary,14
Rotorua District,Sexual Assault and Related Offences,50,638234,76800,Intermediate,3
Rotorua District,Sexual Assault and Related Offences,50,638234,76800,Secondary (Year 7-15),2
Rotorua District,Sexual Assault and Related Offences,50,638234,76800,Secondary (Year 9-15),4
Rotorua District,Sexual Assault and Related Offences,50,638234,76800,Special School,1
Rotorua District,Sexual Assault and Related Offences,50,638234,76800,Teen Parent Unit,1
Rotorua District,Theft and Related Offences,2830,638234,76800,Activity Centre,1
Rotorua District,Theft and Related Offences,2830,638234,76800,Composite,5
Rotorua District,Theft and Related Offences,2830,638234,76800,Contributing,18
Rotorua District,Theft and Related Offences,2830,638234,76800,Full Primary,14
Rotorua District,Theft and Related Offences,2830,638234,76800,Intermediate,3
Rotorua District,Theft and Related Offences,2830,638234,76800,Secondary (Year 7-15),2
Rotorua District,Theft and Related Offences,2830,638234,76800,Secondary (Year 9-15),4
Rotorua District,Theft and Related Offences,2830,638234,76800,Special School,1
Rotorua District,Theft and Related Offences,2830,638234,76800,Teen Parent Unit,1
Rotorua District,"Unlawful Entry With Intent/Burglary, Break and Enter",701,638234,76800,Activity Centre,1
Rotorua District,"Unlawful Entry With Intent/Burglary, Break and Enter",701,638234,76800,Composite,5
Rotorua District,"Unlawful Entry With Intent/Burglary, Break and Enter",701,638234,76800,Contributing,18
Rotorua District,"Unlawful Entry With Intent/Burglary, Break and Enter",701,638234,76800,Full Primary,14
Rotorua District,"Unlawful Entry With Intent/Burglary, Break and Enter",701,638234,76800,Intermediate,3
Rotorua District,"Unlawful Entry With Intent/Burglary, Break and Enter",701,638234,76800,Secondary (Year 7-15),2
Rotorua District,"Unlawful Entry With Intent/Burglary, Break and Enter",701,638234,76800,Secondary (Year 9-15),4
Rotorua District,"Unlawful Entry With Intent/Burglary, Break and Enter",701,638234,76800,Special School,1
Rotorua District,"Unlawful Entry With Intent/Burglary, Break and Enter",701,638234,76800,Teen Parent Unit,1
Ruapehu District,"Abduction, Harassment and Other Related Offences Against a Person",1,369189,13000,Full Primary,20
Ruapehu District,"Abduction, Harassment and Other Related Offences Against a Person",1,369189,13000,Secondary (Year 9-15),2
Ruapehu District,Acts Intended to Cause Injury,151,369189,13000,Full Primary,20
Ruapehu District,Acts Intended to Cause Injury,151,369189,13000,Secondary (Year 9-15),2
Ruapehu District,"Robbery, Extortion and Related Offences",4,369189,13000,Full Primary,20
Ruapehu District,"Robbery, Extortion and Related Offences",4,369189,13000,Secondary (Year 9-15),2
Ruapehu District,Sexual Assault and Related Offences,15,369189,13000,Full Primary,20
Ruapehu District,Sexual Assault and Related Offences,15,369189,13000,Secondary (Year 9-15),2
Ruapehu District,Theft and Related Offences,139,369189,13000,Full Primary,20
Ruapehu District,Theft and Related Offences,139,369189,13000,Secondary (Year 9-15),2
Ruapehu District,"Unlawful Entry With Intent/Burglary, Break and Enter",107,369189,13000,Full Primary,20
Ruapehu District,"Unlawful Entry With Intent/Burglary, Break and Enter",107,369189,13000,Secondary (Year 9-15),2
Selwyn District,"Abduction, Harassment and Other Related Offences Against a Person",1,801054,79300,Contributing,11
Selwyn District,"Abduction, Harassment and Other Related Offences Against a Person",1,801054,79300,Full Primary,16
Selwyn District,"Abduction, Harassment and Other Related Offences Against a Person",1,801054,79300,Secondary (Year 7-15),2
Selwyn District,"Abduction, Harassment and Other Related Offences Against a Person",1,801054,79300,Secondary (Year 9-15),2
Selwyn District,"Abduction, Harassment and Other Related Offences Against a Person",1,801054,79300,Special School,1
Selwyn District,Acts Intended to Cause Injury,217,801054,79300,Contributing,11
Selwyn District,Acts Intended to Cause Injury,217,801054,79300,Full Primary,16
Selwyn District,Acts Intended to Cause Injury,217,801054,79300,Secondary (Year 7-15),2
Selwyn District,Acts Intended to Cause Injury,217,801054,79300,Secondary (Year 9-15),2
Selwyn District,Acts Intended to Cause Injury,217,801054,79300,Special School,1
Selwyn District,"Robbery, Extortion and Related Offences",27,801054,79300,Contributing,11
Selwyn District,"Robbery, Extortion and Related Offences",27,801054,79300,Full Primary,16
Selwyn District,"Robbery, Extortion and Related Offences",27,801054,79300,Secondary (Year 7-15),2
Selwyn District,"Robbery, Extortion and Related Offences",27,801054,79300,Secondary (Year 9-15),2
Selwyn District,"Robbery, Extortion and Related Offences",27,801054,79300,Special School,1
Selwyn District,Sexual Assault and Related Offences,30,801054,79300,Contributing,11
Selwyn District,Sexual Assault and Related Offences,30,801054,79300,Full Primary,16
Selwyn District,Sexual Assault and Related Offences,30,801054,79300,Secondary (Year 7-15),2
Selwyn District,Sexual Assault and Related Offences,30,801054,79300,Secondary (Year 9-15),2
Selwyn District,Sexual Assault and Related Offences,30,801054,79300,Special School,1
Selwyn District,Theft and Related Offences,530,801054,79300,Contributing,11
Selwyn District,Theft and Related Offences,530,801054,79300,Full Primary,16
Selwyn District,Theft and Related Offences,530,801054,79300,Secondary (Year 7-15),2
Selwyn District,Theft and Related Offences,530,801054,79300,Secondary (Year 9-15),2
Selwyn District,Theft and Related Offences,530,801054,79300,Special School,1
Selwyn District,"Unlawful Entry With Intent/Burglary, Break and Enter",242,801054,79300,Contributing,11
Selwyn District,"Unlawful Entry With Intent/Burglary, Break and Enter",242,801054,79300,Full Primary,16
Selwyn District,"Unlawful Entry With Intent/Burglary, Break and Enter",242,801054,79300,Secondary (Year 7-15),2
Selwyn District,"Unlawful Entry With Intent/Burglary, Break and Enter",242,801054,79300,Secondary (Year 9-15),2
Selwyn District,"Unlawful Entry With Intent/Burglary, Break and Enter",242,801054,79300,Special School,1
South Taranaki District,"Abduction, Harassment and Other Related Offences Against a Person",1,437608,29600,Composite,3
South Taranaki District,"Abduction, Harassment and Other Related Offences Against a Person",1,437608,29600,Contributing,9
South Taranaki District,"Abduction, Harassment and Other Related Offences Against a Person",1,437608,29600,Full Primary,16
South Taranaki District,"Abduction, Harassment and Other Related Offences Against a Person",1,437608,29600,Secondary (Year 7-15),1
South Taranaki District,"Abduction, Harassment and Other Related Offences Against a Person",1,437608,29600,Secondary (Year 9-15),1
South Taranaki District,Acts Intended to Cause Injury,251,437608,29600,Composite,3
South Taranaki District,Acts Intended to Cause Injury,251,437608,29600,Contributing,9
South Taranaki District,Acts Intended to Cause Injury,251,437608,29600,Full Primary,16
South Taranaki District,Acts Intended to Cause Injury,251,437608,29600,Secondary (Year 7-15),1
South Taranaki District,Acts Intended to Cause Injury,251,437608,29600,Secondary (Year 9-15),1
South Taranaki District,"Robbery, Extortion and Related Offences",15,437608,29600,Composite,3
South Taranaki District,"Robbery, Extortion and Related Offences",15,437608,29600,Contributing,9
South Taranaki District,"Robbery, Extortion and Related Offences",15,437608,29600,Full Primary,16
South Taranaki District,"Robbery, Extortion and Related Offences",15,437608,29600,Secondary (Year 7-15),1
South Taranaki District,"Robbery, Extortion and Related Offences",15,437608,29600,Secondary (Year 9-15),1
South Taranaki District,Sexual Assault and Related Offences,20,437608,29600,Composite,3
South Taranaki District,Sexual Assault and Related Offences,20,437608,29600,Contributing,9
South Taranaki District,Sexual Assault and Related Offences,20,437608,29600,Full Primary,16
South Taranaki District,Sexual Assault and Related Offences,20,437608,29600,Secondary (Year 7-15),1
South Taranaki District,Sexual Assault and Related Offences,20,437608,29600,Secondary (Year 9-15),1
South Taranaki District,Theft and Related Offences,448,437608,29600,Composite,3
South Taranaki District,Theft and Related Offences,448,437608,29600,Contributing,9
South Taranaki District,Theft and Related Offences,448,437608,29600,Full Primary,16
South Taranaki District,Theft and Related Offences,448,437608,29600,Secondary (Year 7-15),1
South Taranaki District,Theft and Related Offences,448,437608,29600,Secondary (Year 9-15),1
South Taranaki District,"Unlawful Entry With Intent/Burglary, Break and Enter",252,437608,29600,Composite,3
South Taranaki District,"Unlawful Entry With Intent/Burglary, Break and Enter",252,437608,29600,Contributing,9
South Taranaki District,"Unlawful Entry With Intent/Burglary, Break and Enter",252,437608,29600,Full Primary,16
South Taranaki District,"Unlawful Entry With Intent/Burglary, Break and Enter",252,437608,29600,Secondary (Year 7-15),1
South Taranaki District,"Unlawful Entry With Intent/Burglary, Break and Enter",252,437608,29600,Secondary (Year 9-15),1
South Waikato District,"Abduction, Harassment and Other Related Offences Against a Person",2,426624,25900,Composite,1
South Waikato District,"Abduction, Harassment and Other Related Offences Against a Person",2,426624,25900,Contributing,9
South Waikato District,"Abduction, Harassment and Other Related Offences Against a Person",2,426624,25900,Full Primary,6
South Waikato District,"Abduction, Harassment and Other Related Offences Against a Person",2,426624,25900,Intermediate,1
South Waikato District,"Abduction, Harassment and Other Related Offences Against a Person",2,426624,25900,Secondary (Year 7-15),1
South Waikato District,"Abduction, Harassment and Other Related Offences Against a Person",2,426624,25900,Secondary (Year 9-15),2
South Waikato District,"Abduction, Harassment and Other Related Offences Against a Person",2,426624,25900,Teen Parent Unit,1
South Waikato District,Acts Intended to Cause Injury,279,426624,25900,Composite,1
South Waikato District,Acts Intended to Cause Injury,279,426624,25900,Contributing,9
South Waikato District,Acts Intended to Cause Injury,279,426624,25900,Full Primary,6
South Waikato District,Acts Intended to Cause Injury,279,426624,25900,Intermediate,1
South Waikato District,Acts Intended to Cause Injury,279,426624,25900,Secondary (Year 7-15),1
South Waikato District,Acts Intended to Cause Injury,279,426624,25900,Secondary (Year 9-15),2
South Waikato District,Acts Intended to Cause Injury,279,426624,25900,Teen Parent Unit,1
South Waikato District,"Robbery, Extortion and Related Offences",10,426624,25900,Composite,1
South Waikato District,"Robbery, Extortion and Related Offences",10,426624,25900,Contributing,9
South Waikato District,"Robbery, Extortion and Related Offences",10,426624,25900,Full Primary,6
South Waikato District,"Robbery, Extortion and Related Offences",10,426624,25900,Intermediate,1
South Waikato District,"Robbery, Extortion and Related Offences",10,426624,25900,Secondary (Year 7-15),1
South Waikato District,"Robbery, Extortion and Related Offences",10,426624,25900,Secondary (Year 9-15),2
