X,Territorial_Authority,Anzsoc_Division,Total_Victimisations,Price,Total_Population,School_Type,School_Count
181,New Plymouth District,"Robbery, Extortion and Related Offences",45,714371,87700,Contributing,22
181,New Plymouth District,"Robbery, Extortion and Related Offences",45,714371,87700,Full Primary,16
181,New Plymouth District,"Robbery, Extortion and Related Offences",45,714371,87700,Intermediate,3
181,New Plymouth District,"Robbery, Extortion and Related Offences",45,714371,87700,Secondary (Year 7-15),2
181,New Plymouth District,"Robbery, Extortion and Related Offences",45,714371,87700,Secondary (Year 9-15),5
182,New Plymouth District,Sexual Assault and Related Offences,58,714371,87700,Activity Centre,1
182,New Plymouth District,Sexual Assault and Related Offences,58,714371,87700,Composite,3
182,New Plymouth District,Sexual Assault and Related Offences,58,714371,87700,Contributing,22
182,New Plymouth District,Sexual Assault and Related Offences,58,714371,87700,Full Primary,16
182,New Plymouth District,Sexual Assault and Related Offences,58,714371,87700,Intermediate,3
182,New Plymouth District,Sexual Assault and Related Offences,58,714371,87700,Secondary (Year 7-15),2
182,New Plymouth District,Sexual Assault and Related Offences,58,714371,87700,Secondary (Year 9-15),5
183,New Plymouth District,Theft and Related Offences,1130,714371,87700,Activity Centre,1
183,New Plymouth District,Theft and Related Offences,1130,714371,87700,Composite,3
183,New Plymouth District,Theft and Related Offences,1130,714371,87700,Contributing,22
183,New Plymouth District,Theft and Related Offences,1130,714371,87700,Full Primary,16
183,New Plymouth District,Theft and Related Offences,1130,714371,87700,Intermediate,3
183,New Plymouth District,Theft and Related Offences,1130,714371,87700,Secondary (Year 7-15),2
183,New Plymouth District,Theft and Related Offences,1130,714371,87700,Secondary (Year 9-15),5
184,New Plymouth District,"Unlawful Entry With Intent/Burglary, Break and Enter",329,714371,87700,Activity Centre,1
184,New Plymouth District,"Unlawful Entry With Intent/Burglary, Break and Enter",329,714371,87700,Composite,3
184,New Plymouth District,"Unlawful Entry With Intent/Burglary, Break and Enter",329,714371,87700,Contributing,22
184,New Plymouth District,"Unlawful Entry With Intent/Burglary, Break and Enter",329,714371,87700,Full Primary,16
184,New Plymouth District,"Unlawful Entry With Intent/Burglary, Break and Enter",329,714371,87700,Intermediate,3
184,New Plymouth District,"Unlawful Entry With Intent/Burglary, Break and Enter",329,714371,87700,Secondary (Year 7-15),2
184,New Plymouth District,"Unlawful Entry With Intent/Burglary, Break and Enter",329,714371,87700,Secondary (Year 9-15),5
185,Opotiki District,Acts Intended to Cause Injury,143,538485,10500,Composite,2
185,Opotiki District,Acts Intended to Cause Injury,143,538485,10500,Full Primary,10
185,Opotiki District,Acts Intended to Cause Injury,143,538485,10500,Secondary (Year 9-15),1
186,Opotiki District,"Robbery, Extortion and Related Offences",4,538485,10500,Composite,2
186,Opotiki District,"Robbery, Extortion and Related Offences",4,538485,10500,Full Primary,10
186,Opotiki District,"Robbery, Extortion and Related Offences",4,538485,10500,Secondary (Year 9-15),1
187,Opotiki District,Sexual Assault and Related Offences,15,538485,10500,Composite,2
187,Opotiki District,Sexual Assault and Related Offences,15,538485,10500,Full Primary,10
187,Opotiki District,Sexual Assault and Related Offences,15,538485,10500,Secondary (Year 9-15),1
188,Opotiki District,Theft and Related Offences,126,538485,10500,Composite,2
188,Opotiki District,Theft and Related Offences,126,538485,10500,Full Primary,10
188,Opotiki District,Theft and Related Offences,126,538485,10500,Secondary (Year 9-15),1
189,Opotiki District,"Unlawful Entry With Intent/Burglary, Break and Enter",114,538485,10500,Composite,2
189,Opotiki District,"Unlawful Entry With Intent/Burglary, Break and Enter",114,538485,10500,Full Primary,10
189,Opotiki District,"Unlawful Entry With Intent/Burglary, Break and Enter",114,538485,10500,Secondary (Year 9-15),1
190,Otorohanga District,Acts Intended to Cause Injury,81,519134,10850,Full Primary,11
190,Otorohanga District,Acts Intended to Cause Injury,81,519134,10850,Secondary (Year 9-15),1
191,Otorohanga District,"Robbery, Extortion and Related Offences",2,519134,10850,Full Primary,11
191,Otorohanga District,"Robbery, Extortion and Related Offences",2,519134,10850,Secondary (Year 9-15),1
192,Otorohanga District,Sexual Assault and Related Offences,5,519134,10850,Full Primary,11
192,Otorohanga District,Sexual Assault and Related Offences,5,519134,10850,Secondary (Year 9-15),1
193,Otorohanga District,Theft and Related Offences,87,519134,10850,Full Primary,11
193,Otorohanga District,Theft and Related Offences,87,519134,10850,Secondary (Year 9-15),1
194,Otorohanga District,"Unlawful Entry With Intent/Burglary, Break and Enter",87,519134,10850,Full Primary,11
194,Otorohanga District,"Unlawful Entry With Intent/Burglary, Break and Enter",87,519134,10850,Secondary (Year 9-15),1
195,Palmerston North City,"Abduction, Harassment and Other Related Offences Against a Person",3,637900,90400,Activity Centre,1
195,Palmerston North City,"Abduction, Harassment and Other Related Offences Against a Person",3,637900,90400,Composite,2
195,Palmerston North City,"Abduction, Harassment and Other Related Offences Against a Person",3,637900,90400,Contributing,19
195,Palmerston North City,"Abduction, Harassment and Other Related Offences Against a Person",3,637900,90400,Full Primary,10
195,Palmerston North City,"Abduction, Harassment and Other Related Offences Against a Person",3,637900,90400,Intermediate,3
195,Palmerston North City,"Abduction, Harassment and Other Related Offences Against a Person",3,637900,90400,Secondary (Year 7-15),2
195,Palmerston North City,"Abduction, Harassment and Other Related Offences Against a Person",3,637900,90400,Secondary (Year 9-15),6
195,Palmerston North City,"Abduction, Harassment and Other Related Offences Against a Person",3,637900,90400,Teen Parent Unit,1
196,Palmerston North City,Acts Intended to Cause Injury,840,637900,90400,Activity Centre,1
196,Palmerston North City,Acts Intended to Cause Injury,840,637900,90400,Composite,2
196,Palmerston North City,Acts Intended to Cause Injury,840,637900,90400,Contributing,19
196,Palmerston North City,Acts Intended to Cause Injury,840,637900,90400,Full Primary,10
196,Palmerston North City,Acts Intended to Cause Injury,840,637900,90400,Intermediate,3
196,Palmerston North City,Acts Intended to Cause Injury,840,637900,90400,Secondary (Year 7-15),2
196,Palmerston North City,Acts Intended to Cause Injury,840,637900,90400,Secondary (Year 9-15),6
196,Palmerston North City,Acts Intended to Cause Injury,840,637900,90400,Teen Parent Unit,1
197,Palmerston North City,"Robbery, Extortion and Related Offences",40,637900,90400,Activity Centre,1
197,Palmerston North City,"Robbery, Extortion and Related Offences",40,637900,90400,Composite,2
197,Palmerston North City,"Robbery, Extortion and Related Offences",40,637900,90400,Contributing,19
197,Palmerston North City,"Robbery, Extortion and Related Offences",40,637900,90400,Full Primary,10
197,Palmerston North City,"Robbery, Extortion and Related Offences",40,637900,90400,Intermediate,3
197,Palmerston North City,"Robbery, Extortion and Related Offences",40,637900,90400,Secondary (Year 7-15),2
197,Palmerston North City,"Robbery, Extortion and Related Offences",40,637900,90400,Secondary (Year 9-15),6
197,Palmerston North City,"Robbery, Extortion and Related Offences",40,637900,90400,Teen Parent Unit,1
198,Palmerston North City,Sexual Assault and Related Offences,71,637900,90400,Activity Centre,1
198,Palmerston North City,Sexual Assault and Related Offences,71,637900,90400,Composite,2
198,Palmerston North City,Sexual Assault and Related Offences,71,637900,90400,Contributing,19
198,Palmerston North City,Sexual Assault and Related Offences,71,637900,90400,Full Primary,10
198,Palmerston North City,Sexual Assault and Related Offences,71,637900,90400,Intermediate,3
198,Palmerston North City,Sexual Assault and Related Offences,71,637900,90400,Secondary (Year 7-15),2
198,Palmerston North City,Sexual Assault and Related Offences,71,637900,90400,Secondary (Year 9-15),6
198,Palmerston North City,Sexual Assault and Related Offences,71,637900,90400,Teen Parent Unit,1
199,Palmerston North City,Theft and Related Offences,3126,637900,90400,Activity Centre,1
199,Palmerston North City,Theft and Related Offences,3126,637900,90400,Composite,2
199,Palmerston North City,Theft and Related Offences,3126,637900,90400,Contributing,19
199,Palmerston North City,Theft and Related Offences,3126,637900,90400,Full Primary,10
199,Palmerston North City,Theft and Related Offences,3126,637900,90400,Intermediate,3
199,Palmerston North City,Theft and Related Offences,3126,637900,90400,Secondary (Year 7-15),2
199,Palmerston North City,Theft and Related Offences,3126,637900,90400,Secondary (Year 9-15),6
199,Palmerston North City,Theft and Related Offences,3126,637900,90400,Teen Parent Unit,1
200,Palmerston North City,"Unlawful Entry With Intent/Burglary, Break and Enter",813,637900,90400,Activity Centre,1
200,Palmerston North City,"Unlawful Entry With Intent/Burglary, Break and Enter",813,637900,90400,Composite,2
200,Palmerston North City,"Unlawful Entry With Intent/Burglary, Break and Enter",813,637900,90400,Contributing,19
200,Palmerston North City,"Unlawful Entry With Intent/Burglary, Break and Enter",813,637900,90400,Full Primary,10
200,Palmerston North City,"Unlawful Entry With Intent/Burglary, Break and Enter",813,637900,90400,Intermediate,3
200,Palmerston North City,"Unlawful Entry With Intent/Burglary, Break and Enter",813,637900,90400,Secondary (Year 7-15),2
200,Palmerston North City,"Unlawful Entry With Intent/Burglary, Break and Enter",813,637900,90400,Secondary (Year 9-15),6
200,Palmerston North City,"Unlawful Entry With Intent/Burglary, Break and Enter",813,637900,90400,Teen Parent Unit,1
201,Porirua City,Acts Intended to Cause Injury,595,801428,61600,Activity Centre,1
201,Porirua City,Acts Intended to Cause Injury,595,801428,61600,Composite,1
201,Porirua City,Acts Intended to Cause Injury,595,801428,61600,Contributing,12
201,Porirua City,Acts Intended to Cause Injury,595,801428,61600,Full Primary,15
201,Porirua City,Acts Intended to Cause Injury,595,801428,61600,Intermediate,2
201,Porirua City,Acts Intended to Cause Injury,595,801428,61600,Secondary (Year 7-15),2
201,Porirua City,Acts Intended to Cause Injury,595,801428,61600,Secondary (Year 9-15),3
201,Porirua City,Acts Intended to Cause Injury,595,801428,61600,Special School,1
202,Porirua City,"Robbery, Extortion and Related Offences",37,801428,61600,Activity Centre,1
202,Porirua City,"Robbery, Extortion and Related Offences",37,801428,61600,Composite,1
202,Porirua City,"Robbery, Extortion and Related Offences",37,801428,61600,Contributing,12
202,Porirua City,"Robbery, Extortion and Related Offences",37,801428,61600,Full Primary,15
202,Porirua City,"Robbery, Extortion and Related Offences",37,801428,61600,Intermediate,2
202,Porirua City,"Robbery, Extortion and Related Offences",37,801428,61600,Secondary (Year 7-15),2
202,Porirua City,"Robbery, Extortion and Related Offences",37,801428,61600,Secondary (Year 9-15),3
202,Porirua City,"Robbery, Extortion and Related Offences",37,801428,61600,Special School,1
203,Porirua City,Sexual Assault and Related Offences,43,801428,61600,Activity Centre,1
203,Porirua City,Sexual Assault and Related Offences,43,801428,61600,Composite,1
203,Porirua City,Sexual Assault and Related Offences,43,801428,61600,Contributing,12
203,Porirua City,Sexual Assault and Related Offences,43,801428,61600,Full Primary,15
203,Porirua City,Sexual Assault and Related Offences,43,801428,61600,Intermediate,2
203,Porirua City,Sexual Assault and Related Offences,43,801428,61600,Secondary (Year 7-15),2
203,Porirua City,Sexual Assault and Related Offences,43,801428,61600,Secondary (Year 9-15),3
203,Porirua City,Sexual Assault and Related Offences,43,801428,61600,Special School,1
204,Porirua City,Theft and Related Offences,1021,801428,61600,Activity Centre,1
204,Porirua City,Theft and Related Offences,1021,801428,61600,Composite,1
204,Porirua City,Theft and Related Offences,1021,801428,61600,Contributing,12
204,Porirua City,Theft and Related Offences,1021,801428,61600,Full Primary,15
204,Porirua City,Theft and Related Offences,1021,801428,61600,Intermediate,2
204,Porirua City,Theft and Related Offences,1021,801428,61600,Secondary (Year 7-15),2
204,Porirua City,Theft and Related Offences,1021,801428,61600,Secondary (Year 9-15),3
204,Porirua City,Theft and Related Offences,1021,801428,61600,Special School,1
205,Porirua City,"Unlawful Entry With Intent/Burglary, Break and Enter",419,801428,61600,Activity Centre,1
205,Porirua City,"Unlawful Entry With Intent/Burglary, Break and Enter",419,801428,61600,Composite,1
205,Porirua City,"Unlawful Entry With Intent/Burglary, Break and Enter",419,801428,61600,Contributing,12
205,Porirua City,"Unlawful Entry With Intent/Burglary, Break and Enter",419,801428,61600,Full Primary,15
205,Porirua City,"Unlawful Entry With Intent/Burglary, Break and Enter",419,801428,61600,Intermediate,2
205,Porirua City,"Unlawful Entry With Intent/Burglary, Break and Enter",419,801428,61600,Secondary (Year 7-15),2
205,Porirua City,"Unlawful Entry With Intent/Burglary, Break and Enter",419,801428,61600,Secondary (Year 9-15),3
205,Porirua City,"Unlawful Entry With Intent/Burglary, Break and Enter",419,801428,61600,Special School,1
206,Queenstown-Lakes District,"Abduction, Harassment and Other Related Offences Against a Person",1,1670801,49500,Composite,1
206,Queenstown-Lakes District,"Abduction, Harassment and Other Related Offences Against a Person",1,1670801,49500,Contributing,3
206,Queenstown-Lakes District,"Abduction, Harassment and Other Related Offences Against a Person",1,1670801,49500,Full Primary,10
206,Queenstown-Lakes District,"Abduction, Harassment and Other Related Offences Against a Person",1,1670801,49500,Secondary (Year 7-15),1
206,Queenstown-Lakes District,"Abduction, Harassment and Other Related Offences Against a Person",1,1670801,49500,Secondary (Year 9-15),1
207,Queenstown-Lakes District,Acts Intended to Cause Injury,225,1670801,49500,Composite,1
207,Queenstown-Lakes District,Acts Intended to Cause Injury,225,1670801,49500,Contributing,3
207,Queenstown-Lakes District,Acts Intended to Cause Injury,225,1670801,49500,Full Primary,10
207,Queenstown-Lakes District,Acts Intended to Cause Injury,225,1670801,49500,Secondary (Year 7-15),1
207,Queenstown-Lakes District,Acts Intended to Cause Injury,225,1670801,49500,Secondary (Year 9-15),1
208,Queenstown-Lakes District,"Robbery, Extortion and Related Offences",14,1670801,49500,Composite,1
208,Queenstown-Lakes District,"Robbery, Extortion and Related Offences",14,1670801,49500,Contributing,3
208,Queenstown-Lakes District,"Robbery, Extortion and Related Offences",14,1670801,49500,Full Primary,10
208,Queenstown-Lakes District,"Robbery, Extortion and Related Offences",14,1670801,49500,Secondary (Year 7-15),1
208,Queenstown-Lakes District,"Robbery, Extortion and Related Offences",14,1670801,49500,Secondary (Year 9-15),1
209,Queenstown-Lakes District,Sexual Assault and Related Offences,35,1670801,49500,Composite,1
209,Queenstown-Lakes District,Sexual Assault and Related Offences,35,1670801,49500,Contributing,3
209,Queenstown-Lakes District,Sexual Assault and Related Offences,35,1670801,49500,Full Primary,10
209,Queenstown-Lakes District,Sexual Assault and Related Offences,35,1670801,49500,Secondary (Year 7-15),1
209,Queenstown-Lakes District,Sexual Assault and Related Offences,35,1670801,49500,Secondary (Year 9-15),1
210,Queenstown-Lakes District,Theft and Related Offences,499,1670801,49500,Composite,1
210,Queenstown-Lakes District,Theft and Related Offences,499,1670801,49500,Contributing,3
210,Queenstown-Lakes District,Theft and Related Offences,499,1670801,49500,Full Primary,10
210,Queenstown-Lakes District,Theft and Related Offences,499,1670801,49500,Secondary (Year 7-15),1
210,Queenstown-Lakes District,Theft and Related Offences,499,1670801,49500,Secondary (Year 9-15),1
211,Queenstown-Lakes District,"Unlawful Entry With Intent/Burglary, Break and Enter",91,1670801,49500,Composite,1
211,Queenstown-Lakes District,"Unlawful Entry With Intent/Burglary, Break and Enter",91,1670801,49500,Contributing,3
211,Queenstown-Lakes District,"Unlawful Entry With Intent/Burglary, Break and Enter",91,1670801,49500,Full Primary,10
211,Queenstown-Lakes District,"Unlawful Entry With Intent/Burglary, Break and Enter",91,1670801,49500,Secondary (Year 7-15),1
211,Queenstown-Lakes District,"Unlawful Entry With Intent/Burglary, Break and Enter",91,1670801,49500,Secondary (Year 9-15),1
212,Rangitikei District,"Abduction, Harassment and Other Related Offences Against a Person",1,431086,16100,Composite,1
212,Rangitikei District,"Abduction, Harassment and Other Related Offences Against a Person",1,431086,16100,Full Primary,19
212,Rangitikei District,"Abduction, Harassment and Other Related Offences Against a Person",1,431086,16100,Secondary (Year 9-15),2
213,Rangitikei District,Acts Intended to Cause Injury,91,431086,16100,Composite,1
213,Rangitikei District,Acts Intended to Cause Injury,91,431086,16100,Full Primary,19
213,Rangitikei District,Acts Intended to Cause Injury,91,431086,16100,Secondary (Year 9-15),2
214,Rangitikei District,"Robbery, Extortion and Related Offences",4,431086,16100,Composite,1
214,Rangitikei District,"Robbery, Extortion and Related Offences",4,431086,16100,Full Primary,19
214,Rangitikei District,"Robbery, Extortion and Related Offences",4,431086,16100,Secondary (Year 9-15),2
215,Rangitikei District,Sexual Assault and Related Offences,7,431086,16100,Composite,1
215,Rangitikei District,Sexual Assault and Related Offences,7,431086,16100,Full Primary,19
215,Rangitikei District,Sexual Assault and Related Offences,7,431086,16100,Secondary (Year 9-15),2
216,Rangitikei District,Theft and Related Offences,163,431086,16100,Composite,1
216,Rangitikei District,Theft and Related Offences,163,431086,16100,Full Primary,19
216,Rangitikei District,Theft and Related Offences,163,431086,16100,Secondary (Year 9-15),2
217,Rangitikei District,"Unlawful Entry With Intent/Burglary, Break and Enter",88,431086,16100,Composite,1
217,Rangitikei District,"Unlawful Entry With Intent/Burglary, Break and Enter",88,431086,16100,Full Primary,19
217,Rangitikei District,"Unlawful Entry With Intent/Burglary, Break and Enter",88,431086,16100,Secondary (Year 9-15),2
218,Rotorua District,"Abduction, Harassment and Other Related Offences Against a Person",1,638234,76800,Activity Centre,1
218,Rotorua District,"Abduction, Harassment and Other Related Offences Against a Person",1,638234,76800,Composite,5
218,Rotorua District,"Abduction, Harassment and Other Related Offences Against a Person",1,638234,76800,Contributing,18
218,Rotorua District,"Abduction, Harassment and Other Related Offences Against a Person",1,638234,76800,Full Primary,14
218,Rotorua District,"Abduction, Harassment and Other Related Offences Against a Person",1,638234,76800,Intermediate,3
218,Rotorua District,"Abduction, Harassment and Other Related Offences Against a Person",1,638234,76800,Secondary (Year 7-15),2
218,Rotorua District,"Abduction, Harassment and Other Related Offences Against a Person",1,638234,76800,Secondary (Year 9-15),4
218,Rotorua District,"Abduction, Harassment and Other Related Offences Against a Person",1,638234,76800,Special School,1
218,Rotorua District,"Abduction, Harassment and Other Related Offences Against a Person",1,638234,76800,Teen Parent Unit,1
219,Rotorua District,Acts Intended to Cause Injury,1207,638234,76800,Activity Centre,1
219,Rotorua District,Acts Intended to Cause Injury,1207,638234,76800,Composite,5
219,Rotorua District,Acts Intended to Cause Injury,1207,638234,76800,Contributing,18
219,Rotorua District,Acts Intended to Cause Injury,1207,638234,76800,Full Primary,14
219,Rotorua District,Acts Intended to Cause Injury,1207,638234,76800,Intermediate,3
219,Rotorua District,Acts Intended to Cause Injury,1207,638234,76800,Secondary (Year 7-15),2
219,Rotorua District,Acts Intended to Cause Injury,1207,638234,76800,Secondary (Year 9-15),4
219,Rotorua District,Acts Intended to Cause Injury,1207,638234,76800,Special School,1
219,Rotorua District,Acts Intended to Cause Injury,1207,638234,76800,Teen Parent Unit,1
220,Rotorua District,"Robbery, Extortion and Related Offences",38,638234,76800,Activity Centre,1
220,Rotorua District,"Robbery, Extortion and Related Offences",38,638234,76800,Composite,5
220,Rotorua District,"Robbery, Extortion and Related Offences",38,638234,76800,Contributing,18
220,Rotorua District,"Robbery, Extortion and Related Offences",38,638234,76800,Full Primary,14
220,Rotorua District,"Robbery, Extortion and Related Offences",38,638234,76800,Intermediate,3
220,Rotorua District,"Robbery, Extortion and Related Offences",38,638234,76800,Secondary (Year 7-15),2
220,Rotorua District,"Robbery, Extortion and Related Offences",38,638234,76800,Secondary (Year 9-15),4
220,Rotorua District,"Robbery, Extortion and Related Offences",38,638234,76800,Special School,1
220,Rotorua District,"Robbery, Extortion and Related Offences",38,638234,76800,Teen Parent Unit,1
221,Rotorua District,Sexual Assault and Related Offences,50,638234,76800,Activity Centre,1
221,Rotorua District,Sexual Assault and Related Offences,50,638234,76800,Composite,5
221,Rotorua District,Sexual Assault and Related Offences,50,638234,76800,Contributing,18
221,Rotorua District,Sexual Assault and Related Offences,50,638234,76800,Full Primary,14
221,Rotorua District,Sexual Assault and Related Offences,50,638234,76800,Intermediate,3
221,Rotorua District,Sexual Assault and Related Offences,50,638234,76800,Secondary (Year 7-15),2
221,Rotorua District,Sexual Assault and Related Offences,50,638234,76800,Secondary (Year 9-15),4
221,Rotorua District,Sexual Assault and Related Offences,50,638234,76800,Special School,1
221,Rotorua District,Sexual Assault and Related Offences,50,638234,76800,Teen Parent Unit,1
222,Rotorua District,Theft and Related Offences,2830,638234,76800,Activity Centre,1
222,Rotorua District,Theft and Related Offences,2830,638234,76800,Composite,5
222,Rotorua District,Theft and Related Offences,2830,638234,76800,Contributing,18
222,Rotorua District,Theft and Related Offences,2830,638234,76800,Full Primary,14
222,Rotorua District,Theft and Related Offences,2830,638234,76800,Intermediate,3
222,Rotorua District,Theft and Related Offences,2830,638234,76800,Secondary (Year 7-15),2
222,Rotorua District,Theft and Related Offences,2830,638234,76800,Secondary (Year 9-15),4
222,Rotorua District,Theft and Related Offences,2830,638234,76800,Special School,1
222,Rotorua District,Theft and Related Offences,2830,638234,76800,Teen Parent Unit,1
223,Rotorua District,"Unlawful Entry With Intent/Burglary, Break and Enter",701,638234,76800,Activity Centre,1
223,Rotorua District,"Unlawful Entry With Intent/Burglary, Break and Enter",701,638234,76800,Composite,5
223,Rotorua District,"Unlawful Entry With Intent/Burglary, Break and Enter",701,638234,76800,Contributing,18
223,Rotorua District,"Unlawful Entry With Intent/Burglary, Break and Enter",701,638234,76800,Full Primary,14
223,Rotorua District,"Unlawful Entry With Intent/Burglary, Break and Enter",701,638234,76800,Intermediate,3
223,Rotorua District,"Unlawful Entry With Intent/Burglary, Break and Enter",701,638234,76800,Secondary (Year 7-15),2
223,Rotorua District,"Unlawful Entry With Intent/Burglary, Break and Enter",701,638234,76800,Secondary (Year 9-15),4
223,Rotorua District,"Unlawful Entry With Intent/Burglary, Break and Enter",701,638234,76800,Special School,1
223,Rotorua District,"Unlawful Entry With Intent/Burglary, Break and Enter",701,638234,76800,Teen Parent Unit,1
224,Ruapehu District,"Abduction, Harassment and Other Related Offences Against a Person",1,369189,13000,Full Primary,20
224,Ruapehu District,"Abduction, Harassment and Other Related Offences Against a Person",1,369189,13000,Secondary (Year 9-15),2
225,Ruapehu District,Acts Intended to Cause Injury,151,369189,13000,Full Primary,20
225,Ruapehu District,Acts Intended to Cause Injury,151,369189,13000,Secondary (Year 9-15),2
226,Ruapehu District,"Robbery, Extortion and Related Offences",4,369189,13000,Full Primary,20
226,Ruapehu District,"Robbery, Extortion and Related Offences",4,369189,13000,Secondary (Year 9-15),2
227,Ruapehu District,Sexual Assault and Related Offences,15,369189,13000,Full Primary,20
227,Ruapehu District,Sexual Assault and Related Offences,15,369189,13000,Secondary (Year 9-15),2
228,Ruapehu District,Theft and Related Offences,139,369189,13000,Full Primary,20
228,Ruapehu District,Theft and Related Offences,139,369189,13000,Secondary (Year 9-15),2
229,Ruapehu District,"Unlawful Entry With Intent/Burglary, Break and Enter",107,369189,13000,Full Primary,20
229,Ruapehu District,"Unlawful Entry With Intent/Burglary, Break and Enter",107,369189,13000,Secondary (Year 9-15),2
230,Selwyn District,"Abduction, Harassment and Other Related Offences Against a Person",1,801054,79300,Contributing,11
230,Selwyn District,"Abduction, Harassment and Other Related Offences Against a Person",1,801054,79300,Full Primary,16
230,Selwyn District,"Abduction, Harassment and Other Related Offences Against a Person",1,801054,79300,Secondary (Year 7-15),2
230,Selwyn District,"Abduction, Harassment and Other Related Offences Against a Person",1,801054,79300,Secondary (Year 9-15),2
230,Selwyn District,"Abduction, Harassment and Other Related Offences Against a Person",1,801054,79300,Special School,1
231,Selwyn District,Acts Intended to Cause Injury,217,801054,79300,Contributing,11
231,Selwyn District,Acts Intended to Cause Injury,217,801054,79300,Full Primary,16
231,Selwyn District,Acts Intended to Cause Injury,217,801054,79300,Secondary (Year 7-15),2
231,Selwyn District,Acts Intended to Cause Injury,217,801054,79300,Secondary (Year 9-15),2
231,Selwyn District,Acts Intended to Cause Injury,217,801054,79300,Special School,1
232,Selwyn District,"Robbery, Extortion and Related Offences",27,801054,79300,Contributing,11
232,Selwyn District,"Robbery, Extortion and Related Offences",27,801054,79300,Full Primary,16
232,Selwyn District,"Robbery, Extortion and Related Offences",27,801054,79300,Secondary (Year 7-15),2
232,Selwyn District,"Robbery, Extortion and Related Offences",27,801054,79300,Secondary (Year 9-15),2
232,Selwyn District,"Robbery, Extortion and Related Offences",27,801054,79300,Special School,1
233,Selwyn District,Sexual Assault and Related Offences,30,801054,79300,Contributing,11
233,Selwyn District,Sexual Assault and Related Offences,30,801054,79300,Full Primary,16
233,Selwyn District,Sexual Assault and Related Offences,30,801054,79300,Secondary (Year 7-15),2
233,Selwyn District,Sexual Assault and Related Offences,30,801054,79300,Secondary (Year 9-15),2
233,Selwyn District,Sexual Assault and Related Offences,30,801054,79300,Special School,1
234,Selwyn District,Theft and Related Offences,530,801054,79300,Contributing,11
234,Selwyn District,Theft and Related Offences,530,801054,79300,Full Primary,16
234,Selwyn District,Theft and Related Offences,530,801054,79300,Secondary (Year 7-15),2
234,Selwyn District,Theft and Related Offences,530,801054,79300,Secondary (Year 9-15),2
234,Selwyn District,Theft and Related Offences,530,801054,79300,Special School,1
235,Selwyn District,"Unlawful Entry With Intent/Burglary, Break and Enter",242,801054,79300,Contributing,11
235,Selwyn District,"Unlawful Entry With Intent/Burglary, Break and Enter",242,801054,79300,Full Primary,16
235,Selwyn District,"Unlawful Entry With Intent/Burglary, Break and Enter",242,801054,79300,Secondary (Year 7-15),2
235,Selwyn District,"Unlawful Entry With Intent/Burglary, Break and Enter",242,801054,79300,Secondary (Year 9-15),2
235,Selwyn District,"Unlawful Entry With Intent/Burglary, Break and Enter",242,801054,79300,Special School,1
236,South Taranaki District,"Abduction, Harassment and Other Related Offences Against a Person",1,437608,29600,Composite,3
236,South Taranaki District,"Abduction, Harassment and Other Related Offences Against a Person",1,437608,29600,Contributing,9
236,South Taranaki District,"Abduction, Harassment and Other Related Offences Against a Person",1,437608,29600,Full Primary,16
236,South Taranaki District,"Abduction, Harassment and Other Related Offences Against a Person",1,437608,29600,Secondary (Year 7-15),1
236,South Taranaki District,"Abduction, Harassment and Other Related Offences Against a Person",1,437608,29600,Secondary (Year 9-15),1
237,South Taranaki District,Acts Intended to Cause Injury,251,437608,29600,Composite,3
237,South Taranaki District,Acts Intended to Cause Injury,251,437608,29600,Contributing,9
237,South Taranaki District,Acts Intended to Cause Injury,251,437608,29600,Full Primary,16
237,South Taranaki District,Acts Intended to Cause Injury,251,437608,29600,Secondary (Year 7-15),1
237,South Taranaki District,Acts Intended to Cause Injury,251,437608,29600,Secondary (Year 9-15),1
238,South Taranaki District,"Robbery, Extortion and Related Offences",15,437608,29600,Composite,3
238,South Taranaki District,"Robbery, Extortion and Related Offences",15,437608,29600,Contributing,9
238,South Taranaki District,"Robbery, Extortion and Related Offences",15,437608,29600,Full Primary,16
238,South Taranaki District,"Robbery, Extortion and Related Offences",15,437608,29600,Secondary (Year 7-15),1
238,South Taranaki District,"Robbery, Extortion and Related Offences",15,437608,29600,Secondary (Year 9-15),1
239,South Taranaki District,Sexual Assault and Related Offences,20,437608,29600,Composite,3
239,South Taranaki District,Sexual Assault and Related Offences,20,437608,29600,Contributing,9
239,South Taranaki District,Sexual Assault and Related Offences,20,437608,29600,Full Primary,16
239,South Taranaki District,Sexual Assault and Related Offences,20,437608,29600,Secondary (Year 7-15),1
239,South Taranaki District,Sexual Assault and Related Offences,20,437608,29600,Secondary (Year 9-15),1
240,South Taranaki District,Theft and Related Offences,448,437608,29600,Composite,3
240,South Taranaki District,Theft and Related Offences,448,437608,29600,Contributing,9
240,South Taranaki District,Theft and Related Offences,448,437608,29600,Full Primary,16
240,South Taranaki District,Theft and Related Offences,448,437608,29600,Secondary (Year 7-15),1
240,South Taranaki District,Theft and Related Offences,448,437608,29600,Secondary (Year 9-15),1
241,South Taranaki District,"Unlawful Entry With Intent/Burglary, Break and Enter",252,437608,29600,Composite,3
241,South Taranaki District,"Unlawful Entry With Intent/Burglary, Break and Enter",252,437608,29600,Contributing,9
241,South Taranaki District,"Unlawful Entry With Intent/Burglary, Break and Enter",252,437608,29600,Full Primary,16
